Gene_ID	Gene_ID_new	ko	pathway
TRINITY_DN32010_c0_g1	11903	ko00620	Pyruvate metabolism
TRINITY_DN32010_c0_g1	11903	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN32010_c0_g1	11903	ko01100	Metabolic pathways
TRINITY_DN32010_c0_g1	11903	ko01200	Carbon metabolism
TRINITY_DN92814_c0_g1	11805	ko00780	Biotin metabolism
TRINITY_DN92814_c0_g1	11805	ko01100	Metabolic pathways
TRINITY_DN9951_c0_g2	6056	ko04016	MAPK signaling pathway - plant
TRINITY_DN9951_c0_g2	6056	ko04075	Plant hormone signal transduction
TRINITY_DN66761_c0_g1	2595	ko00908	Zeatin biosynthesis
TRINITY_DN2064_c0_g1	697	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN2064_c0_g1	697	ko00030	Pentose phosphate pathway
TRINITY_DN2064_c0_g1	697	ko00051	Fructose and mannose metabolism
TRINITY_DN2064_c0_g1	697	ko00052	Galactose metabolism
TRINITY_DN2064_c0_g1	697	ko01100	Metabolic pathways
TRINITY_DN2064_c0_g1	697	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2064_c0_g1	697	ko01200	Carbon metabolism
TRINITY_DN2064_c0_g1	697	ko01230	Biosynthesis of amino acids
TRINITY_DN2064_c0_g1	697	ko03018	RNA degradation
TRINITY_DN4761_c1_g1	147	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN4761_c1_g1	147	ko01100	Metabolic pathways
TRINITY_DN4761_c1_g1	147	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4761_c1_g2	146	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN4761_c1_g2	146	ko01100	Metabolic pathways
TRINITY_DN4761_c1_g2	146	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN85916_c1_g2	5366	ko03060	Protein export
TRINITY_DN3800_c0_g1	325	ko00564	Glycerophospholipid metabolism
TRINITY_DN3800_c0_g1	325	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN24026_c0_g1	7247	ko00040	Pentose and glucuronate interconversions
TRINITY_DN24026_c0_g1	7247	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN24026_c0_g1	7247	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN24026_c0_g1	7247	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN24026_c0_g1	7247	ko01100	Metabolic pathways
TRINITY_DN24026_c0_g1	7247	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN194_c0_g1	7666	ko03018	RNA degradation
TRINITY_DN3463_c2_g1	4318	ko00908	Zeatin biosynthesis
TRINITY_DN3463_c2_g1	4318	ko01100	Metabolic pathways
TRINITY_DN3463_c2_g1	4318	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN50397_c0_g1	7225	ko03010	Ribosome
TRINITY_DN50397_c0_g1	7225	ko04016	MAPK signaling pathway - plant
TRINITY_DN50397_c0_g1	7225	ko04075	Plant hormone signal transduction
TRINITY_DN835_c1_g1	1327	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN835_c1_g1	1327	ko00310	Lysine degradation
TRINITY_DN835_c1_g1	1327	ko01100	Metabolic pathways
TRINITY_DN835_c1_g1	1327	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN835_c1_g1	1327	ko01200	Carbon metabolism
TRINITY_DN11108_c0_g1	6638	ko00062	Fatty acid elongation
TRINITY_DN11108_c0_g1	6638	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN11108_c0_g2	6639	ko00062	Fatty acid elongation
TRINITY_DN11108_c0_g2	6639	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN11108_c0_g3	6640	ko00062	Fatty acid elongation
TRINITY_DN11108_c0_g3	6640	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7854_c0_g1	879	ko04136	Autophagy - other
TRINITY_DN979_c0_g1	8659	ko00230	Purine metabolism
TRINITY_DN979_c0_g1	8659	ko00730	Thiamine metabolism
TRINITY_DN979_c0_g1	8659	ko01100	Metabolic pathways
TRINITY_DN979_c0_g1	8659	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN17585_c0_g1	11558	ko03013	RNA transport
TRINITY_DN2179_c2_g1	8231	ko00591	Linoleic acid metabolism
TRINITY_DN75788_c0_g1	2526	ko00562	Inositol phosphate metabolism
TRINITY_DN75788_c0_g1	2526	ko01100	Metabolic pathways
TRINITY_DN75788_c0_g1	2526	ko03010	Ribosome
TRINITY_DN75788_c0_g1	2526	ko04070	Phosphatidylinositol signaling system
TRINITY_DN26769_c0_g1	2164	ko00562	Inositol phosphate metabolism
TRINITY_DN26769_c0_g1	2164	ko00564	Glycerophospholipid metabolism
TRINITY_DN26769_c0_g1	2164	ko00565	Ether lipid metabolism
TRINITY_DN26769_c0_g1	2164	ko01100	Metabolic pathways
TRINITY_DN26769_c0_g1	2164	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN26048_c0_g1	631	ko00190	Oxidative phosphorylation
TRINITY_DN26048_c0_g1	631	ko01100	Metabolic pathways
TRINITY_DN23819_c0_g1	8912	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN23819_c0_g1	8912	ko00460	Cyanoamino acid metabolism
TRINITY_DN23819_c0_g1	8912	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN23819_c0_g1	8912	ko00670	One carbon pool by folate
TRINITY_DN23819_c0_g1	8912	ko01100	Metabolic pathways
TRINITY_DN23819_c0_g1	8912	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN23819_c0_g1	8912	ko01200	Carbon metabolism
TRINITY_DN23819_c0_g1	8912	ko01230	Biosynthesis of amino acids
TRINITY_DN24691_c0_g1	8822	ko00220	Arginine biosynthesis
TRINITY_DN24691_c0_g1	8822	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN24691_c0_g1	8822	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN24691_c0_g1	8822	ko00910	Nitrogen metabolism
TRINITY_DN24691_c0_g1	8822	ko01100	Metabolic pathways
TRINITY_DN24691_c0_g1	8822	ko01230	Biosynthesis of amino acids
TRINITY_DN177067_c0_g2	12566	ko00591	Linoleic acid metabolism
TRINITY_DN177067_c0_g2	12566	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN177067_c0_g2	12566	ko01100	Metabolic pathways
TRINITY_DN177067_c0_g2	12566	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN216127_c0_g1	13607	ko03010	Ribosome
TRINITY_DN70407_c0_g1	502	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN70407_c0_g1	502	ko01100	Metabolic pathways
TRINITY_DN70407_c0_g1	502	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1074_c0_g1	10227	ko00071	Fatty acid degradation
TRINITY_DN1074_c0_g1	10227	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN1074_c0_g1	10227	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN1074_c0_g1	10227	ko01100	Metabolic pathways
TRINITY_DN1074_c0_g1	10227	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1074_c0_g1	10227	ko01212	Fatty acid metabolism
TRINITY_DN1074_c0_g1	10227	ko04146	Peroxisome
TRINITY_DN33082_c0_g1	7139	ko03010	Ribosome
TRINITY_DN216579_c0_g1	13384	ko04626	Plant-pathogen interaction
TRINITY_DN24628_c0_g1	8830	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN24628_c0_g1	8830	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN24628_c0_g1	8830	ko00071	Fatty acid degradation
TRINITY_DN24628_c0_g1	8830	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN24628_c0_g1	8830	ko00310	Lysine degradation
TRINITY_DN24628_c0_g1	8830	ko00330	Arginine and proline metabolism
TRINITY_DN24628_c0_g1	8830	ko00340	Histidine metabolism
TRINITY_DN24628_c0_g1	8830	ko00380	Tryptophan metabolism
TRINITY_DN24628_c0_g1	8830	ko00410	beta-Alanine metabolism
TRINITY_DN24628_c0_g1	8830	ko00561	Glycerolipid metabolism
TRINITY_DN24628_c0_g1	8830	ko00620	Pyruvate metabolism
TRINITY_DN24628_c0_g1	8830	ko00903	Limonene and pinene degradation
TRINITY_DN24628_c0_g1	8830	ko01100	Metabolic pathways
TRINITY_DN24628_c0_g1	8830	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN3204_c0_g2	6092	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN66604_c1_g2	7159	ko01100	Metabolic pathways
TRINITY_DN24515_c0_g1	1143	ko03022	Basal transcription factors
TRINITY_DN24515_c0_g1	1143	ko03420	Nucleotide excision repair
TRINITY_DN26392_c0_g1	3845	ko03040	Spliceosome
TRINITY_DN77_c0_g1	247	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
TRINITY_DN77_c0_g1	247	ko00270	Cysteine and methionine metabolism
TRINITY_DN77_c0_g1	247	ko00350	Tyrosine metabolism
TRINITY_DN77_c0_g1	247	ko00360	Phenylalanine metabolism
TRINITY_DN77_c0_g1	247	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
TRINITY_DN77_c0_g1	247	ko00950	Isoquinoline alkaloid biosynthesis
TRINITY_DN77_c0_g1	247	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
TRINITY_DN77_c0_g1	247	ko01100	Metabolic pathways
TRINITY_DN77_c0_g1	247	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN77_c0_g1	247	ko01230	Biosynthesis of amino acids
TRINITY_DN12417_c0_g1	111	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN12417_c0_g1	111	ko01100	Metabolic pathways
TRINITY_DN25421_c0_g1	8572	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN15490_c0_g1	1177	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN215279_c0_g1	13556	ko04933	AGE-RAGE signaling pathway in diabetic complications
TRINITY_DN11150_c0_g1	6642	ko04075	Plant hormone signal transduction
TRINITY_DN49983_c0_g1	1116	ko03013	RNA transport
TRINITY_DN15224_c0_g1	10374	ko03040	Spliceosome
TRINITY_DN15224_c0_g1	10374	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN15224_c0_g1	10374	ko04144	Endocytosis
TRINITY_DN39633_c0_g1	2879	ko00230	Purine metabolism
TRINITY_DN39633_c0_g1	2879	ko01100	Metabolic pathways
TRINITY_DN154743_c1_g1	12538	ko03040	Spliceosome
TRINITY_DN154743_c1_g1	12538	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN154743_c1_g1	12538	ko04144	Endocytosis
TRINITY_DN10136_c0_g1	11406	ko00562	Inositol phosphate metabolism
TRINITY_DN10136_c0_g1	11406	ko01100	Metabolic pathways
TRINITY_DN10136_c0_g1	11406	ko04070	Phosphatidylinositol signaling system
TRINITY_DN10136_c0_g1	11406	ko04136	Autophagy - other
TRINITY_DN10136_c0_g1	11406	ko04145	Phagosome
TRINITY_DN9990_c0_g1	6054	ko00770	Pantothenate and CoA biosynthesis
TRINITY_DN9990_c0_g1	6054	ko01100	Metabolic pathways
TRINITY_DN5938_c0_g1	5728	ko04146	Peroxisome
TRINITY_DN83022_c0_g1	10355	ko00460	Cyanoamino acid metabolism
TRINITY_DN83022_c0_g1	10355	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33625_c0_g1	8755	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN33625_c0_g1	8755	ko00480	Glutathione metabolism
TRINITY_DN5344_c0_g1	11579	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN5344_c0_g1	11579	ko00561	Glycerolipid metabolism
TRINITY_DN10636_c0_g1	5182	ko00062	Fatty acid elongation
TRINITY_DN10636_c0_g1	5182	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN10636_c0_g1	5182	ko04626	Plant-pathogen interaction
TRINITY_DN93023_c0_g1	5447	ko04626	Plant-pathogen interaction
TRINITY_DN28368_c0_g1	1880	ko00350	Tyrosine metabolism
TRINITY_DN28368_c0_g1	1880	ko00360	Phenylalanine metabolism
TRINITY_DN28368_c0_g1	1880	ko00380	Tryptophan metabolism
TRINITY_DN28368_c0_g1	1880	ko00901	Indole alkaloid biosynthesis
TRINITY_DN28368_c0_g1	1880	ko00950	Isoquinoline alkaloid biosynthesis
TRINITY_DN28368_c0_g1	1880	ko00965	Betalain biosynthesis
TRINITY_DN28368_c0_g1	1880	ko01100	Metabolic pathways
TRINITY_DN28368_c0_g1	1880	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN799_c0_g1	10718	ko00500	Starch and sucrose metabolism
TRINITY_DN799_c0_g1	10718	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN799_c0_g1	10718	ko01100	Metabolic pathways
TRINITY_DN799_c0_g1	10718	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN184707_c0_g1	12614	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN184707_c0_g1	12614	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8644_c0_g1	10107	ko03018	RNA degradation
TRINITY_DN8326_c0_g1	4583	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN7045_c0_g1	8585	ko04626	Plant-pathogen interaction
TRINITY_DN3047_c0_g1	8059	ko03010	Ribosome
TRINITY_DN65547_c0_g1	4440	ko00072	Synthesis and degradation of ketone bodies
TRINITY_DN65547_c0_g1	4440	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN65547_c0_g1	4440	ko00650	Butanoate metabolism
TRINITY_DN65547_c0_g1	4440	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN65547_c0_g1	4440	ko01100	Metabolic pathways
TRINITY_DN65547_c0_g1	4440	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN180109_c0_g1	12396	ko04144	Endocytosis
TRINITY_DN1216_c0_g1	8401	ko04075	Plant hormone signal transduction
TRINITY_DN2051_c0_g4	684	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN2051_c0_g4	684	ko01100	Metabolic pathways
TRINITY_DN2051_c0_g4	684	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2437_c0_g1	9061	ko03022	Basal transcription factors
TRINITY_DN2051_c0_g2	686	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN2051_c0_g2	686	ko01100	Metabolic pathways
TRINITY_DN2051_c0_g2	686	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2051_c0_g3	687	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN2051_c0_g3	687	ko01100	Metabolic pathways
TRINITY_DN2051_c0_g3	687	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2051_c0_g1	685	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN2051_c0_g1	685	ko01100	Metabolic pathways
TRINITY_DN2051_c0_g1	685	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2584_c0_g1	4408	ko00030	Pentose phosphate pathway
TRINITY_DN2584_c0_g1	4408	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN2584_c0_g1	4408	ko01100	Metabolic pathways
TRINITY_DN2584_c0_g1	4408	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2584_c0_g1	4408	ko01200	Carbon metabolism
TRINITY_DN2584_c0_g1	4408	ko01230	Biosynthesis of amino acids
TRINITY_DN4897_c0_g1	7748	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN36707_c0_g1	9530	ko00230	Purine metabolism
TRINITY_DN36707_c0_g1	9530	ko00240	Pyrimidine metabolism
TRINITY_DN36707_c0_g1	9530	ko01100	Metabolic pathways
TRINITY_DN36707_c0_g1	9530	ko03020	RNA polymerase
TRINITY_DN32345_c0_g1	2801	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN5120_c0_g1	1408	ko00052	Galactose metabolism
TRINITY_DN13019_c0_g1	4645	ko02010	ABC transporters
TRINITY_DN29882_c0_g1	3140	ko04016	MAPK signaling pathway - plant
TRINITY_DN1161_c0_g1	885	ko03060	Protein export
TRINITY_DN6411_c0_g1	9437	ko03040	Spliceosome
TRINITY_DN6411_c0_g1	9437	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN6411_c0_g1	9437	ko04144	Endocytosis
TRINITY_DN18043_c1_g2	8297	ko00100	Steroid biosynthesis
TRINITY_DN18043_c1_g2	8297	ko00561	Glycerolipid metabolism
TRINITY_DN18043_c1_g2	8297	ko01100	Metabolic pathways
TRINITY_DN18043_c1_g1	8298	ko00100	Steroid biosynthesis
TRINITY_DN18043_c1_g1	8298	ko00561	Glycerolipid metabolism
TRINITY_DN18043_c1_g1	8298	ko01100	Metabolic pathways
TRINITY_DN21366_c0_g1	4842	ko04144	Endocytosis
TRINITY_DN5385_c0_g1	11600	ko03040	Spliceosome
TRINITY_DN5385_c0_g1	11600	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN5385_c0_g1	11600	ko04144	Endocytosis
TRINITY_DN40059_c0_g1	9020	ko00500	Starch and sucrose metabolism
TRINITY_DN14430_c0_g1	10522	ko04130	SNARE interactions in vesicular transport
TRINITY_DN1968_c0_g2	5353	ko03040	Spliceosome
TRINITY_DN1968_c0_g1	5352	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN1968_c0_g1	5352	ko01100	Metabolic pathways
TRINITY_DN13787_c0_g1	6038	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN1968_c0_g5	5351	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN1968_c0_g5	5351	ko01100	Metabolic pathways
TRINITY_DN207377_c0_g1	13430	ko04145	Phagosome
TRINITY_DN7810_c0_g1	857	ko04075	Plant hormone signal transduction
TRINITY_DN39436_c1_g1	12084	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN39436_c1_g1	12084	ko01100	Metabolic pathways
TRINITY_DN6877_c0_g1	5622	ko04626	Plant-pathogen interaction
TRINITY_DN2585_c2_g1	4374	ko00230	Purine metabolism
TRINITY_DN2585_c2_g1	4374	ko00261	Monobactam biosynthesis
TRINITY_DN2585_c2_g1	4374	ko00450	Selenocompound metabolism
TRINITY_DN2585_c2_g1	4374	ko00920	Sulfur metabolism
TRINITY_DN2585_c2_g1	4374	ko01100	Metabolic pathways
TRINITY_DN32512_c1_g1	10413	ko00908	Zeatin biosynthesis
TRINITY_DN33281_c2_g1	10169	ko00061	Fatty acid biosynthesis
TRINITY_DN33281_c2_g1	10169	ko00620	Pyruvate metabolism
TRINITY_DN33281_c2_g1	10169	ko00640	Propanoate metabolism
TRINITY_DN33281_c2_g1	10169	ko01100	Metabolic pathways
TRINITY_DN33281_c2_g1	10169	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33281_c2_g1	10169	ko01212	Fatty acid metabolism
TRINITY_DN212000_c0_g1	13381	ko04145	Phagosome
TRINITY_DN209368_c0_g1	13276	ko01100	Metabolic pathways
TRINITY_DN22211_c0_g1	12224	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN22211_c0_g1	12224	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN28529_c0_g1	9383	ko02010	ABC transporters
TRINITY_DN59857_c0_g1	8484	ko00901	Indole alkaloid biosynthesis
TRINITY_DN59857_c0_g1	8484	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN59857_c0_g2	8485	ko00901	Indole alkaloid biosynthesis
TRINITY_DN59857_c0_g2	8485	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN18433_c0_g1	6700	ko04075	Plant hormone signal transduction
TRINITY_DN49234_c0_g1	11773	ko03040	Spliceosome
TRINITY_DN11387_c1_g1	9617	ko00360	Phenylalanine metabolism
TRINITY_DN11387_c1_g1	9617	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN11387_c1_g1	9617	ko01100	Metabolic pathways
TRINITY_DN11387_c1_g1	9617	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN23557_c0_g1	5786	ko04016	MAPK signaling pathway - plant
TRINITY_DN719_c0_g1	10762	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN719_c0_g1	10762	ko00941	Flavonoid biosynthesis
TRINITY_DN719_c0_g1	10762	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN719_c0_g1	10762	ko01100	Metabolic pathways
TRINITY_DN719_c0_g1	10762	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN35672_c1_g1	6750	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN35672_c1_g1	6750	ko01100	Metabolic pathways
TRINITY_DN35672_c1_g1	6750	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN67293_c1_g1	11643	ko00561	Glycerolipid metabolism
TRINITY_DN67293_c1_g1	11643	ko01100	Metabolic pathways
TRINITY_DN31026_c0_g1	9086	ko03013	RNA transport
TRINITY_DN5912_c0_g1	5702	ko03010	Ribosome
TRINITY_DN192246_c0_g2	12398	ko04016	MAPK signaling pathway - plant
TRINITY_DN192246_c0_g2	12398	ko04626	Plant-pathogen interaction
TRINITY_DN4467_c0_g1	11703	ko03040	Spliceosome
TRINITY_DN8493_c0_g1	12091	ko03010	Ribosome
TRINITY_DN32962_c0_g1	8897	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN71425_c1_g1	7906	ko03050	Proteasome
TRINITY_DN7281_c0_g1	6610	ko00310	Lysine degradation
TRINITY_DN14009_c0_g1	12135	ko03040	Spliceosome
TRINITY_DN135797_c0_g3	13130	ko00240	Pyrimidine metabolism
TRINITY_DN135797_c0_g3	13130	ko00410	beta-Alanine metabolism
TRINITY_DN135797_c0_g3	13130	ko00770	Pantothenate and CoA biosynthesis
TRINITY_DN135797_c0_g3	13130	ko01100	Metabolic pathways
TRINITY_DN24337_c0_g1	5628	ko00040	Pentose and glucuronate interconversions
TRINITY_DN24337_c0_g1	5628	ko00052	Galactose metabolism
TRINITY_DN24337_c0_g1	5628	ko00500	Starch and sucrose metabolism
TRINITY_DN24337_c0_g1	5628	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN24337_c0_g1	5628	ko01100	Metabolic pathways
TRINITY_DN12565_c0_g1	7827	ko01100	Metabolic pathways
TRINITY_DN2267_c1_g2	11057	ko00500	Starch and sucrose metabolism
TRINITY_DN2267_c1_g2	11057	ko01100	Metabolic pathways
TRINITY_DN209643_c0_g1	13584	ko04626	Plant-pathogen interaction
TRINITY_DN133406_c0_g2	12720	ko04075	Plant hormone signal transduction
TRINITY_DN8183_c0_g1	6515	ko00052	Galactose metabolism
TRINITY_DN20839_c0_g1	7949	ko04626	Plant-pathogen interaction
TRINITY_DN2251_c0_g1	11078	ko04146	Peroxisome
TRINITY_DN12047_c0_g1	1903	ko00941	Flavonoid biosynthesis
TRINITY_DN12047_c0_g1	1903	ko01100	Metabolic pathways
TRINITY_DN12047_c0_g1	1903	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN54697_c0_g2	1859	ko03430	Mismatch repair
TRINITY_DN29979_c0_g1	10687	ko03013	RNA transport
TRINITY_DN143783_c0_g1	12943	ko03013	RNA transport
TRINITY_DN74003_c0_g3	10417	ko00561	Glycerolipid metabolism
TRINITY_DN74003_c0_g3	10417	ko01100	Metabolic pathways
TRINITY_DN7897_c0_g2	865	ko03013	RNA transport
TRINITY_DN7897_c0_g1	864	ko03013	RNA transport
TRINITY_DN29774_c0_g1	7638	ko00073	Cutin, suberine and wax biosynthesis
TRINITY_DN29774_c0_g1	7638	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4284_c0_g1	1485	ko03010	Ribosome
TRINITY_DN43168_c0_g1	9905	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN67876_c0_g1	5416	ko00040	Pentose and glucuronate interconversions
TRINITY_DN67876_c0_g1	5416	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN67876_c0_g1	5416	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN67876_c0_g1	5416	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN67876_c0_g1	5416	ko01100	Metabolic pathways
TRINITY_DN67876_c0_g1	5416	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33305_c0_g1	10245	ko00350	Tyrosine metabolism
TRINITY_DN33305_c0_g1	10245	ko01100	Metabolic pathways
TRINITY_DN240769_c0_g1	13344	ko00190	Oxidative phosphorylation
TRINITY_DN240769_c0_g1	13344	ko01100	Metabolic pathways
TRINITY_DN240769_c0_g1	13344	ko04145	Phagosome
TRINITY_DN8084_c0_g1	3804	ko03013	RNA transport
TRINITY_DN11058_c0_g1	6565	ko00941	Flavonoid biosynthesis
TRINITY_DN11058_c0_g1	6565	ko01100	Metabolic pathways
TRINITY_DN11058_c0_g1	6565	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN103_c0_g3	7661	ko04016	MAPK signaling pathway - plant
TRINITY_DN103_c0_g3	7661	ko04075	Plant hormone signal transduction
TRINITY_DN7695_c0_g1	2736	ko00071	Fatty acid degradation
TRINITY_DN7695_c0_g1	2736	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN7695_c0_g1	2736	ko01100	Metabolic pathways
TRINITY_DN7695_c0_g1	2736	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7695_c0_g1	2736	ko01212	Fatty acid metabolism
TRINITY_DN21396_c0_g1	4843	ko00270	Cysteine and methionine metabolism
TRINITY_DN21396_c0_g1	4843	ko01100	Metabolic pathways
TRINITY_DN21396_c0_g1	4843	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN19964_c0_g1	7929	ko00730	Thiamine metabolism
TRINITY_DN19964_c0_g1	7929	ko01100	Metabolic pathways
TRINITY_DN34887_c0_g3	6907	ko00062	Fatty acid elongation
TRINITY_DN34887_c0_g3	6907	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN34887_c0_g3	6907	ko01100	Metabolic pathways
TRINITY_DN34887_c0_g3	6907	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN34887_c0_g3	6907	ko01212	Fatty acid metabolism
TRINITY_DN28988_c0_g1	7838	ko00620	Pyruvate metabolism
TRINITY_DN28988_c0_g1	7838	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN28988_c0_g1	7838	ko01100	Metabolic pathways
TRINITY_DN28988_c0_g1	7838	ko01200	Carbon metabolism
